"value","trial_type","trial_index","time_elapsed","internal_node_id","subject","browser_info","participant_number","rt","responses","view_history","presentation_start_time","id","text","response","keypresses","answer","correct","study","experimenter_rt"
"","html-voicekey-response","55","268954","0.0-4.51-0.51","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","6038.114999997406","","","1558338862241","18","","","[]","Forchheim","false","false","6796.820000003208"
"","html-voicekey-response","56","272314","0.0-4.52-0.52","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","2249.6349999945146","","","1558338873042","15","","Nürnberg","[]","Nürnberg","true","false","2757.0299999933923"
"","html-voicekey-response","57","277416","0.0-4.53-0.53","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","3606.580000001332","","","1558338876401","7","","Erfurt","[]","Erfurt","true","false","4498.334999996587"
"","html-voicekey-response","58","279972","0.0-4.54-0.54","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1427.9349999940955","","","1558338881503","19","","Frankfurt","[]","Frankfurt","true","true","1953.3449999871664"
"","html-voicekey-response","59","282404","0.0-4.55-0.55","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1154.4300000039862","","","1558338884059","20","","Hamburg ","[]","Hamburg ","true","true","1830.019999993965"
"","html-voicekey-response","60","284672","0.0-4.56-0.56","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1138.9550000111108","","","1558338886492","19","","Frankfurt","[]","Frankfurt","true","false","1665.2949999988778"
"","html-voicekey-response","61","286570","0.0-4.57-0.57","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","737.7899999936111","","","1558338888759","20","","Hamburg ","[]","Hamburg ","true","false","1296.0299999976996"
"","html-voicekey-response","62","288648","0.0-4.58-0.58","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","972.5149999956833","","","1558338890658","16","","Schwangau","[]","Schwangau","true","false","1474.4149999896763"
"","html-voicekey-response","63","290580","0.0-4.59-0.59","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","920.265000002319","","","1558338892736","17","","Leipzig","[]","Leipzig","true","false","1329.119999994873"
"","html-voicekey-response","64","293630","0.0-4.60-0.60","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1587.8299999984215","","","1558338894668","21","","Konstanz","[]","Konstanz","true","true","2447.410000007949"
"","html-voicekey-response","65","297213","0.0-4.61-0.61","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","2505.2099999973784","","","1558338897718","7","","Erfurt","[]","Erfurt","true","false","2980.215000003227"
"","html-voicekey-response","66","307137","0.0-4.62-0.62","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","4662.364999990887","","","1558338901301","21","","","[]","Konstanz","false","false","5921.034999992116"
"","html-voicekey-response","67","312310","0.0-4.63-0.63","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","3971.929999994091","","","1558338911224","18","","Forchheim","[]","Forchheim","true","false","4571.239999990212"
"","html-voicekey-response","68","314878","0.0-4.64-0.64","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1439.0300000030315","","","1558338916399","22","","Bamberg","[]","Bamberg","true","true","1964.300000006915"
"","html-voicekey-response","69","317495","0.0-4.65-0.65","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1619.665000000014","","","1558338918968","23","","Stuttgart","[]","Stuttgart","true","true","2011.6949999937788"
"","html-voicekey-response","70","325485","0.0-4.66-0.66","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","3338.1350000070875","","","1558338921583","22","","","[]","Bamberg","false","false","3987.1149999962654"
"","html-voicekey-response","71","327202","0.0-4.67-0.67","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","638.4899999919347","","","1558338929573","23","","Stuttgart","[]","Stuttgart","true","false","1114.2299999919487"
"","html-voicekey-response","72","329238","0.0-4.68-0.68","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1005.0750000026077","","","1558338931290","19","","Frankfurt","[]","Frankfurt","true","false","1430.9199999988778"
"","html-voicekey-response","73","331327","0.0-4.69-0.69","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1009.5749999980675","","","1558338933326","20","","Hamburg ","[]","Hamburg ","true","false","1485.4950000008103"
"","html-voicekey-response","74","333577","0.0-4.70-0.70","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1304.180000000843","","","1558338935416","24","","Köln","[]","Köln","true","true","1646.3000000076136"
"","html-voicekey-response","75","336443","0.0-4.71-0.71","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1604.6149999982213","","","1558338937665","25","","Osnabrück","[]","Osnabrück","true","true","2262.8750000003492"
"","html-voicekey-response","76","338776","0.0-4.72-0.72","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1056.5999999906403","","","1558338940530","24","","Köln","[]","Köln","true","false","1731.034999989788"
"","html-voicekey-response","77","341168","0.0-4.73-0.73","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1306.155000007339","","","1558338942863","25","","Osnabrück","[]","Osnabrück","true","false","1789.600000003702"
"","html-voicekey-response","78","344585","0.0-4.74-0.74","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","2371.894999998249","","","1558338945255","7","","Erfurt","[]","Erfurt","true","false","2814.585000000079"
"","html-voicekey-response","79","348984","0.0-4.75-0.75","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","3021.1700000016485","","","1558338948673","21","","Konstanz","[]","Konstanz","true","false","3796.394999997574"
"","html-voicekey-response","80","359760","0.0-4.76-0.76","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","6271.479999990179","","","1558338953072","18","","","[]","Forchheim","false","false","6772.81499998935"
"","html-voicekey-response","81","363161","0.0-4.77-0.77","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","100","","","1558338963848","26","","Freiburg","[]","Freiburg","true","true","2797.309999994468"
"","html-voicekey-response","82","366291","0.0-4.78-0.78","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1935.0000000066125","","","1558338967249","22","","Bamberg","[]","Bamberg","true","false","2526.960000002873"
"","html-voicekey-response","83","374206","0.0-4.79-0.79","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","987.8850000039441","","","1558338970379","26","","","[]","Freiburg","false","false","3912.354999993113"
"","html-voicekey-response","84","376314","0.0-4.80-0.80","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","846.0949999951757","","","1558338978294","23","","Stuttgart","[]","Stuttgart","true","false","1504.4199999974808"
"","html-voicekey-response","85","378247","0.0-4.81-0.81","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","922.4099999936064","","","1558338980402","2","","Berlin","[]","Berlin","true","false","1330.40500000061"
"","html-voicekey-response","86","382700","0.0-4.82-0.82","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","3354.63499999044","","","1558338982337","18","","Forchheim","[]","Forchheim","true","false","3845.949999988079"
"","html-voicekey-response","87","384539","0.0-4.83-0.83","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","809.9299999974668","","","1558338986788","24","","Köln","[]","Köln","true","false","1236.124999995809"
"","html-voicekey-response","88","392072","0.0-4.84-0.84","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","2355.3450000125217","","","1558338988627","25","","","[]","Osnabrück","false","false","3530.4700000124285"
"","html-voicekey-response","89","402696","0.0-4.85-0.85","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","6121.659999998728","","","1558338996160","21","","","[]","Konstanz","false","false","6621.295000004466"
"","html-voicekey-response","90","407286","0.0-4.86-0.86","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","3387.584999998426","","","1558339006784","18","","Forchheim","[]","Forchheim","true","false","3986.895000009099"
"","html-voicekey-response","91","410170","0.0-4.87-0.87","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1788.7699999935926","","","1558339011374","7","","Erfurt","[]","Erfurt","true","false","2281.0799999861047"
"","html-voicekey-response","92","412952","0.0-4.88-0.88","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1585.9549999966753","","","1558339014259","27","","Tübingen","[]","Tübingen","true","true","2178.04499999329"
"","html-voicekey-response","93","427510","0.0-4.89-0.89","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","7770.929999993159","","","1558339017041","26","","","[]","Freiburg","false","false","10553.92999999458"
"","html-voicekey-response","94","440085","0.0-4.90-0.90","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","100","","","1558339031599","27","","","[]","Tübingen","false","false","8571.00999999966"
"","html-voicekey-response","95","453649","0.0-4.91-0.91","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","8917.660000000824","","","1558339044173","21","","","[]","Konstanz","false","false","9559.055000005173"
"","html-voicekey-response","96","456256","0.0-4.92-0.92","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1577.5099999971922","","","1558339057737","18","","Forchheim","[]","Forchheim","true","false","2003.2999999966705"
"","html-voicekey-response","97","463489","0.0-4.93-0.93","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","2370.8449999920326","","","1558339060344","25","","","[]","Osnabrück","false","false","3229.7299999918323"
"","html-voicekey-response","98","478649","0.0-4.94-0.94","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","10611.639999997196","","","1558339067577","21","","","[]","Konstanz","false","false","11154.909999997471"
"","html-voicekey-response","99","481525","0.0-4.95-0.95","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1813.4200000002515","","","1558339082738","26","","Freiburg","[]","Freiburg","true","false","2271.9649999926332"
"","html-voicekey-response","100","483775","0.0-4.96-0.96","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1188.6100000063657","","","1558339085613","1","","Magdeburg","[]","Magdeburg","true","false","1646.8150000000605"
"","html-voicekey-response","101","485825","0.0-4.97-0.97","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","987.9749999907566","","","1558339087863","7","","Erfurt","[]","Erfurt","true","false","1446.8249999918044"
"","html-voicekey-response","102","489100","0.0-4.98-0.98","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","2162.7799999931362","","","1558339089914","25","","Osnabrück","[]","Osnabrück","true","false","2671.249999999418"
"","html-voicekey-response","103","491484","0.0-4.99-0.99","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1303.905000002333","","","1558339093189","27","","Tübingen","[]","Tübingen","true","false","1780.1449999969918"
"","html-voicekey-response","104","495134","0.0-4.100-0.100","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","2420.269999996736","","","1558339095573","18","","Forchheim","[]","Forchheim","true","false","3045.959999988554"
"","html-voicekey-response","105","501160","0.0-4.101-0.101","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","4853.08500000413","","","1558339099223","21","","Konstanz","[]","Konstanz","true","false","5422.214999998687"
"","html-voicekey-response","106","504744","0.0-4.102-0.102","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","2553.519999995688","","","1558339105249","15","","Nürnberg","[]","Nürnberg","true","false","2979.3899999931455"
"","html-voicekey-response","107","515594","0.0-4.103-0.103","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","6269.504999998235","","","1558339108832","3","","","[]","Ingolstadt","false","false","6845.434999995632"
"","html-voicekey-response","108","518254","0.0-4.104-0.104","1jtlba5vup147vw","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","14","1613.5600000069012","","","1558339119684","8","","Gotha","[]","Gotha","true","false","2055.0700000021607"
